spotify_id,name,uri,artist,acousticness,danceability,energy,instrumentalness,tempo,valence
7lBvOp77hvqMTzi4rMVeuR,"너, 너",spotify:track:7lBvOp77hvqMTzi4rMVeuR,The Stray,0.586,0.487,0.341,0,137.476,0.268
364dI1bYnvamSnBJ8JcNzN,Intentions,spotify:track:364dI1bYnvamSnBJ8JcNzN,Justin Bieber,0.317,0.811,0.553,0,148.014,0.86
3b1LFRH2KiY1nnWo3nyDfU,Childhood memories 내 기억속의 소년 - 자작곡,spotify:track:3b1LFRH2KiY1nnWo3nyDfU,Hong Isaac,0.7,0.345,0.313,0,104.452,0.421
1zRGO0CnKqGrT8wCDrH6UB,Every Moment Is Beautiful,spotify:track:1zRGO0CnKqGrT8wCDrH6UB,Eom Ji Hee,0.932,0.56,0.203,0,92.998,0.296
7vIuHcx1LEIBiDOSlQwB3Y,Tonight (Female Version),spotify:track:7vIuHcx1LEIBiDOSlQwB3Y,Pei-Yu Hung,0.879,0.201,0.168,0.211,94.15,0.147
0ipyXnFZA5jtj3rfsXTJra,Marry Me,spotify:track:0ipyXnFZA5jtj3rfsXTJra,MAKTUB,0.931,0.582,0.306,0,140.104,0.285
6P3Iea6z8DSvvBuwpdha9X,Saturday Morning,spotify:track:6P3Iea6z8DSvvBuwpdha9X,Olde Worlde,0.269,0.678,0.576,0.0687,128.987,0.938
07c11BxeE28llfHSPSRqFv,My Favourite Position,spotify:track:07c11BxeE28llfHSPSRqFv,NOVAKANE,0.694,0.763,0.311,0,85.052,0.341
78ntGe4xyecZHg9exQWwK6,Blue And Sentimental,spotify:track:78ntGe4xyecZHg9exQWwK6,Oscar Peterson,0.977,0.551,0.114,0.874,70.141,0.124
6tOrzci9Nn8VujKB31LzO3,Barcelona,spotify:track:6tOrzci9Nn8VujKB31LzO3,The Fellas,0.819,0.91,0.332,7.17e-05,120.034,0.879
1yJZwBqTyGTB7mz8nZyiel,Barcelona,spotify:track:1yJZwBqTyGTB7mz8nZyiel,George Ezra,0.293,0.629,0.577,0.00115,93.997,0.171
3Dv1eDb0MEgF93GpLXlucZ,Say So,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,0.264,0.787,0.673,3.35e-06,110.962,0.779
5JtsjCtGqP026R6ZuxZ4QF,Scent,spotify:track:5JtsjCtGqP026R6ZuxZ4QF,Sam Kim,0.706,0.508,0.394,0,67.814,0.378
0RAryoefL0H8wvivuRbpIg,I Love You 3000,spotify:track:0RAryoefL0H8wvivuRbpIg,Sungha Jung,0.878,0.465,0.162,0.569,96.85,0.243
74p24yUzO0uiZmt8v0G4Hg,爱 - I Love You 3000 Chinese Version,spotify:track:74p24yUzO0uiZmt8v0G4Hg,Jackson Wang,0.908,0.494,0.374,4.56e-06,180.04,0.221
3witRpHWHqArlnt6GTlH2Y,I Love You 3000 II,spotify:track:3witRpHWHqArlnt6GTlH2Y,88rising,0.853,0.435,0.338,0,179.727,0.354
4MVk79dmYqi7HQs0bMgboy,Ghost Duet,spotify:track:4MVk79dmYqi7HQs0bMgboy,Louie Zong,0.96,0.707,0.234,0.861,78.036,0.611
5d5vbFsYB7EebhVgafqvKS,Ghost Choir,spotify:track:5d5vbFsYB7EebhVgafqvKS,Louie Zong,0.976,0.496,0.0868,0.00983,66.991,0.0511
4M13QYXUbkv5cWYqw7m88u,Way Back Home,spotify:track:4M13QYXUbkv5cWYqw7m88u,J_ust,0.768,0.498,0.301,0,65.654,0.411
2edPpKeojUYYZFXlVGQeQL,잠 못드는 밤,spotify:track:2edPpKeojUYYZFXlVGQeQL,Clazziquai,0.245,0.814,0.645,0.000187,110.0,0.872
3hbi6hayJ6OibzGe3fWLwf,Peach,spotify:track:3hbi6hayJ6OibzGe3fWLwf,IU,0.821,0.693,0.193,0,112.408,0.391
0jyFdJsPFkj7zzoXzW0vMD,Yeosu Night Sea,spotify:track:0jyFdJsPFkj7zzoXzW0vMD,Busker Busker,0.348,0.239,0.498,7.83e-06,199.192,0.227
5TkU8dzEi3UcxyYntZWHzI,First Love,spotify:track:5TkU8dzEi3UcxyYntZWHzI,Busker Busker,0.267,0.639,0.844,1.36e-06,119.918,0.686
0a3Zd8Bjs8WvnrRfYQQVAL,Cherry Blossom Ending,spotify:track:0a3Zd8Bjs8WvnrRfYQQVAL,Busker Busker,0.739,0.618,0.669,0,119.953,0.663
7eNIiafaRjqUuGoMeG85Z5,"꽃이 피고 지듯이 As Flowers Bloom and Fall (From ""The Throne"")",spotify:track:7eNIiafaRjqUuGoMeG85Z5,Jo Seung Woo,0.915,0.483,0.251,0.00139,66.571,0.113
21vCVeinc9agpAM7scu3Tx,Ocean Eyes,spotify:track:21vCVeinc9agpAM7scu3Tx,The Darcys,0.706,0.394,0.328,0,87.953,0.391
0XLORO8d7WV66y49E7bxrI,Somebody,spotify:track:0XLORO8d7WV66y49E7bxrI,Sunday Moon,0.795,0.421,0.197,1.22e-06,139.271,0.228
0So68mrxJlHXuoVdPxWL4B,Two People,spotify:track:0So68mrxJlHXuoVdPxWL4B,Sung Si Kyung,0.949,0.409,0.17,3.21e-06,142.417,0.459
4258fiEd2cnCC5d6F7nfUz,All of My Days,spotify:track:4258fiEd2cnCC5d6F7nfUz,KIMSEJEONG,0.879,0.479,0.388,0,70.332,0.398
62e6mqi5MxzjAZUwZxAiCC,The Season of Us,spotify:track:62e6mqi5MxzjAZUwZxAiCC,Nam Hye Seung,0.72,0.309,0.423,0.911,60.021,0.093
0oZRDruCnbV2W9Z6VZaJ1v,The Hill of Yearning,spotify:track:0oZRDruCnbV2W9Z6VZaJ1v,April 2nd,0.868,0.334,0.43,0.00278,139.959,0.191
6SOw5YcoAXoKphG5iPzXEz,Photo of My Mind,spotify:track:6SOw5YcoAXoKphG5iPzXEz,Song Ga In,0.848,0.312,0.377,9.73e-05,131.698,0.305
37ftzk7n72Ptu9GCaGJvjV,Someday,spotify:track:37ftzk7n72Ptu9GCaGJvjV,KIM JAE HWAN,0.64,0.41,0.561,0,137.243,0.354
5CDq3Ekm0E0c23S0mbEELV,Here I Am Again,spotify:track:5CDq3Ekm0E0c23S0mbEELV,Yerin Baek,0.831,0.451,0.465,0,131.644,0.204
65SmmdQMq0EOkwgbcyBDWG,CRAZY - Hidden Track No.V 11월 선정곡,spotify:track:65SmmdQMq0EOkwgbcyBDWG,John OFA Rhee,0.845,0.629,0.265,0.00139,67.954,0.256
5CIszfSGEmdbs6HCucszHv,Call Me Now,spotify:track:5CIszfSGEmdbs6HCucszHv,O.WHEN,0.721,0.535,0.332,0,78.998,0.292
1iIhGHzzrzqQfuNkFI2qAn,Any song,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,ZICO,0.118,0.874,0.787,0,108.007,0.896
0s0NmdeBTHKQMN0d0fYEQ9,Flower - Instrumental,spotify:track:0s0NmdeBTHKQMN0d0fYEQ9,Yoon Mirae,0.554,0.421,0.368,0.925,140.059,0.0741
6FKSuCEc4UiO8gJidJKaoz,Sunset - Instrumental,spotify:track:6FKSuCEc4UiO8gJidJKaoz,DAVICHI,0.777,0.603,0.2,0.859,131.991,0.0737
05XGxWMNwMNRfrMJkFQbjV,But it's Destiny - Instrumental,spotify:track:05XGxWMNwMNRfrMJkFQbjV,10cm,0.337,0.567,0.423,0.857,73.965,0.0395
3vAncbML0jhNrp63DKhsCo,Round And Round,spotify:track:3vAncbML0jhNrp63DKhsCo,HEIZE,0.757,0.604,0.687,0.234,119.992,0.504
27srzsrTPJ2KiABGZ0rP5a,Sunset,spotify:track:27srzsrTPJ2KiABGZ0rP5a,DAVICHI,0.894,0.479,0.292,0,131.855,0.206
0GVKkD74xcixRYYG3zv1NL,Flower,spotify:track:0GVKkD74xcixRYYG3zv1NL,Yoon Mirae,0.747,0.319,0.475,3.55e-06,139.22,0.192
0JOuenfJaP3QodPJU0alSk,But it's Destiny,spotify:track:0JOuenfJaP3QodPJU0alSk,10cm,0.23,0.475,0.461,0,73.994,0.109
632VyMrvhsHIsO4zq9khts,她說,spotify:track:632VyMrvhsHIsO4zq9khts,JJ Lin,0.948,0.335,0.326,0,169.267,0.326
5DWuE2zvXnbCBiBo3ohilB,I'm Me,spotify:track:5DWuE2zvXnbCBiBo3ohilB,Us The Duo,0.305,0.703,0.483,0,138.124,0.555
0tjTzWkZwjoyQwd0NgnL3y,Ready or Not (feat. Esthero),spotify:track:0tjTzWkZwjoyQwd0NgnL3y,"Mischa ""Book"" Chillak",0.00209,0.46,0.724,0.616,75.061,0.0617
2Ff1GIulzlbOYsOrNB2SSR,Live Like Legends,spotify:track:2Ff1GIulzlbOYsOrNB2SSR,Ruelle,0.118,0.465,0.686,0.00218,79.017,0.318
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,0.0125,0.794,0.793,0,123.941,0.677
7pBrj5rt4SSxXwFKOyZfHR,Dissolve,spotify:track:7pBrj5rt4SSxXwFKOyZfHR,Absofacto,0.23,0.688,0.582,0.000157,85.486,0.872
2LzyUfJdRp3uqTrITBJXEY,Bottom of the River,spotify:track:2LzyUfJdRp3uqTrITBJXEY,Delta Rae,0.573,0.668,0.63,0,74.672,0.716
4eohxF8VpdWD5lPLuYNUPz,All the King's Men,spotify:track:4eohxF8VpdWD5lPLuYNUPz,The Rigs,0.000931,0.154,0.65,0.733,69.636,0.104
2kMAKtrAu16HVWxBnOwuhd,Hurts Like Hell,spotify:track:2kMAKtrAu16HVWxBnOwuhd,Fleurie,0.727,0.433,0.152,5.19e-05,129.792,0.0974
0XVQTr58DZbLUcjacnTp8k,Madness,spotify:track:0XVQTr58DZbLUcjacnTp8k,Ruelle,0.273,0.509,0.661,4.89e-05,142.889,0.421
1gzXHWAGYKbaHubERNp0Ox,Soldier,spotify:track:1gzXHWAGYKbaHubERNp0Ox,Fleurie,0.305,0.591,0.297,0.00526,83.964,0.0393
50WkFXabAbBmj2mvRMcFQZ,Somewhere over the Rainbow (feat. Shadow Royale),spotify:track:50WkFXabAbBmj2mvRMcFQZ,Joseph William Morgan,0.0488,0.222,0.486,0.186,139.944,0.197
3rN4J0JtgwHs6KFI6JmOCz,We Were In Love,spotify:track:3rN4J0JtgwHs6KFI6JmOCz,Ta-ku,0.487,0.728,0.382,0.838,130.955,0.344
60mItLdFl6xkYc1sAjlZlf,In This Shirt,spotify:track:60mItLdFl6xkYc1sAjlZlf,The Irrepressibles,0.709,0.31,0.484,0.247,79.863,0.038
7n8oAD5lFVciTlfPAChrCr,Django,spotify:track:7n8oAD5lFVciTlfPAChrCr,Samia,0.799,0.558,0.136,0,80.259,0.141
1XczdQt6RKNkEQfPqUsi3q,All I Want,spotify:track:1XczdQt6RKNkEQfPqUsi3q,Kodaline,0.114,0.189,0.426,0.0885,187.281,0.159
4ptDJbJl35d7gQfeNteBwp,Solo,spotify:track:4ptDJbJl35d7gQfeNteBwp,Dan Berk,0.749,0.489,0.314,0,124.234,0.607
4VrUT6GeeSRz6MB8tWJSHM,The Only,spotify:track:4VrUT6GeeSRz6MB8tWJSHM,Sasha Alex Sloan,0.743,0.684,0.259,0,138.014,0.0515
1IF5UcqRO42D12vYwceOY6,From the Dining Table,spotify:track:1IF5UcqRO42D12vYwceOY6,Harry Styles,0.804,0.671,0.156,0.0518,94.08,0.201
2ughctoDCNrWVYG04IHJim,去年冬天,spotify:track:2ughctoDCNrWVYG04IHJim,宋楚琳,0.222,0.705,0.467,5.97e-05,136.094,0.386
17oLsEzzlGFlrBKViCzmGc,Merry Christmas Mr. Lawrence,spotify:track:17oLsEzzlGFlrBKViCzmGc,Ryuichi Sakamoto,0.952,0.479,0.174,0.841,103.577,0.296
43X0Tu7BVG4uTLnSJYvbi3,Hansel und Gretel: Brüderchen komm tanz mit mir (Sung in Japanese) [Arr. Y. Fukushima],spotify:track:43X0Tu7BVG4uTLnSJYvbi3,Engelbert Humperdinck,0.975,0.703,0.332,0.00465,106.427,0.706
5Q1m46EdcNAkg0Ht0f3YgC,No Matter,spotify:track:5Q1m46EdcNAkg0Ht0f3YgC,Cinzia & The Eclipse,0.93,0.722,0.216,4.66e-06,96.753,0.387
61IsztUa3EPy7L0VyfUCAg,It Only Gets Much Worse,spotify:track:61IsztUa3EPy7L0VyfUCAg,Nate Ruess,0.764,0.59,0.306,0,142.418,0.316
60wa5J6SkXtBXHySQ3PoNB,The Love You Left Behind,spotify:track:60wa5J6SkXtBXHySQ3PoNB,Michael Schulte,0.855,0.461,0.29,0,144.739,0.412
2rXVtoLBHuXcNB5DVfIc9p,Happiness,spotify:track:2rXVtoLBHuXcNB5DVfIc9p,Rex Orange County,0.734,0.399,0.235,1.56e-06,105.645,0.197
4hhEGwAhliHUyKPXy2ipDl,Sad Love Song,spotify:track:4hhEGwAhliHUyKPXy2ipDl,KozyPop,0.911,0.484,0.705,0,84.899,0.638
4qkVALwOxCIEZ7I5gkZ3m4,Butterfly,spotify:track:4qkVALwOxCIEZ7I5gkZ3m4,UMI,0.255,0.785,0.27,0.00132,131.894,0.12
1Ubm3zvkz7HqYiPaV9DS37,Sunset,spotify:track:1Ubm3zvkz7HqYiPaV9DS37,Nuz,0.983,0.228,0.151,0.134,179.557,0.0694
0VLeCeISpO7s2HPaBELfKI,Back to the Basics,spotify:track:0VLeCeISpO7s2HPaBELfKI,Shirin,0.00291,0.651,0.626,3.52e-05,109.02,0.356
3e0VhBdgJLUhI1ErcrY64B,Think About' Chu,spotify:track:3e0VhBdgJLUhI1ErcrY64B,Sam Kim,0.225,0.779,0.559,0,85.005,0.9
6W5c8NIvTHvdmtH2qLgHa9,Golden Goat,spotify:track:6W5c8NIvTHvdmtH2qLgHa9,OHHYUK,0.267,0.557,0.579,5.69e-05,119.836,0.233
1fPw4HqcbvSeWXdl86vJlw,My Fire,spotify:track:1fPw4HqcbvSeWXdl86vJlw,Sam Ock,0.625,0.75,0.292,0,95.223,0.369
6NCSCCruQ4CgBrANZT28IZ,Ppaya Cart,spotify:track:6NCSCCruQ4CgBrANZT28IZ,Ppaya,0.00397,0.843,0.854,0.296,110.01,0.875
0PZdciSUErxre3yK8gxxeQ,Why Would I Be,spotify:track:0PZdciSUErxre3yK8gxxeQ,Teddy Adhitya,0.949,0.412,0.146,0.00101,129.799,0.199
1XslqSASDWaMZdjhWa7Jb7,Bye bye my blue,spotify:track:1XslqSASDWaMZdjhWa7Jb7,Yerin Baek,0.613,0.511,0.539,3.16e-06,87.702,0.297
3sR1RNcVEDJKUfS8rX20Lx,Love Like That,spotify:track:3sR1RNcVEDJKUfS8rX20Lx,LambC,0.326,0.754,0.411,0.016,154.143,0.835
5SlU0Yhi51jobhEiGE4xDv,2 soon,spotify:track:5SlU0Yhi51jobhEiGE4xDv,keshi,0.146,0.517,0.663,0,174.032,0.146
7MVwXNWOCJRlUgzqPw73tH,Back to Life,spotify:track:7MVwXNWOCJRlUgzqPw73tH,Fabich,0.0179,0.873,0.377,0,116.081,0.772
58dSdjfEYNSxte1aNVxuNf,Easy,spotify:track:58dSdjfEYNSxte1aNVxuNf,Mac Ayres,0.373,0.722,0.282,0.00557,91.367,0.217
6ZoJngyuPof3KsFhFKA5P5,绿色,spotify:track:6ZoJngyuPof3KsFhFKA5P5,Shirley Chen,0.389,0.703,0.56,0,121.969,0.392
477CB93mH986mrIheQD0RR,come again,spotify:track:477CB93mH986mrIheQD0RR,m-flo,0.534,0.702,0.896,0.000238,130.156,0.917
3xy8karhdpkltgdwj9FGbQ,Stay Lost - Cabu Remix,spotify:track:3xy8karhdpkltgdwj9FGbQ,Joe Hertz,0.0471,0.572,0.498,4.67e-06,109.192,0.549
6H3TW6uEe3RxW8CcnXJfq2,Chilly,spotify:track:6H3TW6uEe3RxW8CcnXJfq2,NIKI,0.617,0.734,0.271,5.27e-06,103.241,0.237
0ShK7xijAYk3YCgbJJ3HsK,Nothing,spotify:track:0ShK7xijAYk3YCgbJJ3HsK,Jeremy Passion,0.559,0.588,0.243,0,80.127,0.261
06EMBzxDm2hueehobAlMtm,Ending Scene,spotify:track:06EMBzxDm2hueehobAlMtm,IU,0.851,0.388,0.323,2.03e-06,118.885,0.232
2aozqrjm2nNFwIiRTl9wEf,Gentlemen Don't,spotify:track:2aozqrjm2nNFwIiRTl9wEf,Gabe Bondoc,0.593,0.701,0.365,0,80.959,0.298
2GMbt84y4zGlFXhpDmQJQE,Would You,spotify:track:2GMbt84y4zGlFXhpDmQJQE,Pink Sweat$,0.691,0.446,0.189,0,70.053,0.481
5edzkjfuocYFnZjvoMuIkT,To Be Forgotten,spotify:track:5edzkjfuocYFnZjvoMuIkT,柯智棠,0.971,0.623,0.0697,0,109.839,0.268
3pBfG286JnHwGXYs475jTL,台北車站,spotify:track:3pBfG286JnHwGXYs475jTL,飛石號,0.656,0.25,0.243,0,77.298,0.123
3ayrHkyorPEpeOBvZ76SwG,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,spotify:track:3ayrHkyorPEpeOBvZ76SwG,A-Lin,0.901,0.363,0.233,4.79e-06,77.378,0.341
2FNPJWVdGxYhWaotd6rULS,Sandcastles,spotify:track:2FNPJWVdGxYhWaotd6rULS,Beyoncé,0.866,0.33,0.357,1.76e-05,84.119,0.101
6EY5igURAXBCEen56oKUif,Blue,spotify:track:6EY5igURAXBCEen56oKUif,BIGBANG,0.0595,0.609,0.706,0,124.989,0.358
6Vsp05I0ALYY4TmlEazB90,Out of Love,spotify:track:6Vsp05I0ALYY4TmlEazB90,Garrickson,0.809,0.521,0.22,0,184.864,0.234
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,spotify:track:3KkXRkHbMCARz0aVfEt68P,Post Malone,0.556,0.76,0.479,0,89.911,0.913
6H6S0juPYrUnOuCygmD0k6,SEATTLE,spotify:track:6H6S0juPYrUnOuCygmD0k6,Sam Kim,0.97,0.406,0.145,3.1e-06,131.974,0.346
5BqwC9kOBbqYkzdOKeXFFk,for lovers who hesitate,spotify:track:5BqwC9kOBbqYkzdOKeXFFk,JANNABI,0.705,0.52,0.431,0.000264,74.004,0.302
6wdG5d2iQpFw2iTw06N4r5,Golden Slumbers,spotify:track:6wdG5d2iQpFw2iTw06N4r5,LeeHi,0.956,0.426,0.0698,0.000676,135.769,0.28
6NtXT3FfZQPXP5ISoUngRh,Remember Me,spotify:track:6NtXT3FfZQPXP5ISoUngRh,Joseph Vincent,0.896,0.698,0.0664,1.2e-06,77.723,0.457
2swePREj3aFglLkOWQJCkn,Take A Nap,spotify:track:2swePREj3aFglLkOWQJCkn,Airman,0.605,0.814,0.442,0.000192,87.0,0.673
5UA33CwyFftYsw3ooWfmul,We Don't (Still Water),spotify:track:5UA33CwyFftYsw3ooWfmul,Maudy Ayunda,0.802,0.614,0.382,0,139.91,0.482
3P3UA61WRQqwCXaoFOTENd,Through the Night,spotify:track:3P3UA61WRQqwCXaoFOTENd,IU,0.757,0.428,0.313,0,78.723,0.284
0pE3Q9ojNxS9YvN0gGzork,Sweet Hurricane,spotify:track:0pE3Q9ojNxS9YvN0gGzork,Phum Viphurit,0.919,0.66,0.309,0.00783,109.999,0.219
5n368tNF47S70THlmpaGLf,Rain,spotify:track:5n368tNF47S70THlmpaGLf,Paul Kim,0.899,0.388,0.546,3.83e-06,129.839,0.167
0nF3xRy0k9fxRoi3OliAdW,I Miss You,spotify:track:0nF3xRy0k9fxRoi3OliAdW,ROCOBERRY,0.912,0.542,0.182,9.1e-06,64.618,0.179
0TR8KRs0PwLQk1aG21aUW7,Milky Way Between Us,spotify:track:0TR8KRs0PwLQk1aG21aUW7,O3ohn,0.712,0.623,0.459,4.3e-06,72.005,0.209
2wujxMwIMLmnlXoQ08obtb,For Now,spotify:track:2wujxMwIMLmnlXoQ08obtb,Kwon Jinah LOVE Sam Kim,0.186,0.67,0.406,0,113.49,0.14
2mg7JShA6HPvWPvQQ70FDI,Full Album RED PLANET [Hidden Track] - 좋다고 말해,spotify:track:2mg7JShA6HPvWPvQQ70FDI,BOL4,0.825,0.68,0.623,0,79.968,0.428
4p2F176QbCzx8tyxwGmpym,No One Told Me Why,spotify:track:4p2F176QbCzx8tyxwGmpym,ALEPH,0.73,0.616,0.446,1.51e-05,71.98,0.127
6tv9CzrMUHQFrm9VHHO1hv,Around,spotify:track:6tv9CzrMUHQFrm9VHHO1hv,NIKI,0.887,0.485,0.125,3.88e-06,130.234,0.153
18krdoAbqH1jHwymcaIyom,Don't run away,spotify:track:18krdoAbqH1jHwymcaIyom,Motte,0.667,0.497,0.493,0,144.042,0.695
4fFfyouye6vrX9o9z4PVMu,Never Not,spotify:track:4fFfyouye6vrX9o9z4PVMu,Lauv,0.693,0.47,0.221,0,133.714,0.264
1b2ReMGta2fe6lEMpvU6eB,My Jinji,spotify:track:1b2ReMGta2fe6lEMpvU6eB,Sunset Rollercoaster,0.534,0.389,0.597,0.406,143.943,0.506
7D3Z5fLQI1SfUWU3LBBNrD,Sssst,spotify:track:7D3Z5fLQI1SfUWU3LBBNrD,Sore,0.0602,0.609,0.678,0.00308,97.129,0.961
4lCtZZktwgQqzCoJxK3ZxR,Muara,spotify:track:4lCtZZktwgQqzCoJxK3ZxR,Adera,0.832,0.678,0.204,0,115.795,0.299
755gQFe8AygwKePVjrMDoj,The Simple Things,spotify:track:755gQFe8AygwKePVjrMDoj,Michael Carreon,0.777,0.777,0.491,2.0e-06,95.106,0.681
4OBZT9EnhYIV17t4pGw7ig,Best Part (feat. H.E.R.),spotify:track:4OBZT9EnhYIV17t4pGw7ig,Daniel Caesar,0.793,0.473,0.371,0,75.205,0.413
4reIsHKw5hUj4pV8zzMjLA,I Still Love You,spotify:track:4reIsHKw5hUj4pV8zzMjLA,TheOvertunes,0.906,0.446,0.159,5.24e-06,119.93,0.172
5dFLCZFECZMRYICtN31BMg,Is It The Answer,spotify:track:5dFLCZFECZMRYICtN31BMg,Reality Club,0.454,0.722,0.708,9.97e-05,117.501,0.462
55bmTrFYialBaZacYVejWw,Berdistraksi,spotify:track:55bmTrFYialBaZacYVejWw,Danilla,0.904,0.68,0.313,9.97e-05,114.99,0.595
3h9ImnrxfnQaD0SuL5SGTy,Today (Feat. DOKO),spotify:track:3h9ImnrxfnQaD0SuL5SGTy,JUNGKEY,0.704,0.7,0.363,6.68e-06,85.938,0.191
7fU0YxB4RyawfEDv6vtYG7,Once Upon a Time,spotify:track:7fU0YxB4RyawfEDv6vtYG7,Jeff Bernat,0.359,0.709,0.302,0.0263,83.026,0.594
4SrpTN0907m7OT60sYI9GS,What Do You Feel About Me,spotify:track:4SrpTN0907m7OT60sYI9GS,Ardhito Pramono,0.938,0.313,0.134,2.53e-05,136.096,0.0893
5tCuz8G2joSFqU7wwuSMZL,Teralih - Aero's Tape,spotify:track:5tCuz8G2joSFqU7wwuSMZL,Matter Halo,0.917,0.437,0.359,1.35e-05,102.735,0.678
7Gju1wbqklcglziqjPIDVM,—star.,spotify:track:7Gju1wbqklcglziqjPIDVM,Nadin Amizah,0.984,0.525,0.0978,0.000672,98.638,0.391
6claTdKnG2FOnikFadYeno,fake optics,spotify:track:6claTdKnG2FOnikFadYeno,Ardhito Pramono,0.865,0.51,0.313,8.74e-05,95.71,0.243
5DuSzOxHDi1qZycpzIWyhO,I Love You 3000,spotify:track:5DuSzOxHDi1qZycpzIWyhO,Stephanie Poetri,0.911,0.648,0.382,0,90.099,0.408
2KHllq5yeqjTyXnQPPUPMG,Amin Paling Serius,spotify:track:2KHllq5yeqjTyXnQPPUPMG,Sal Priadi,0.932,0.388,0.273,0.0323,129.364,0.192
7iM7I3dbNQGC5xkxJMWwrv,Morning Breeze,spotify:track:7iM7I3dbNQGC5xkxJMWwrv,Juke Ross,0.585,0.636,0.383,2.24e-06,72.871,0.213
74OLXYsvpfmSgPCMMi898K,bitterlove,spotify:track:74OLXYsvpfmSgPCMMi898K,Ardhito Pramono,0.393,0.678,0.531,0.0016,149.393,0.574
615AGw524AbNzTWUjHwXpO,When You Fall (Feat. Chai),spotify:track:615AGw524AbNzTWUjHwXpO,Sam Kim,0.436,0.564,0.403,0.000101,117.562,0.226
2Kcs3QR8VfcFG7mUeewnyP,Loop,spotify:track:2Kcs3QR8VfcFG7mUeewnyP,NELL,0.564,0.676,0.508,0.000142,106.015,0.323
2TRGNVokPnC2a2oHg5iv1H,Rumpang,spotify:track:2TRGNVokPnC2a2oHg5iv1H,Nadin Amizah,0.911,0.317,0.331,0.0206,76.617,0.339
75ls0gurX68lUmMjE7QcsE,all the kids are depressed,spotify:track:75ls0gurX68lUmMjE7QcsE,Jeremy Zucker,0.836,0.773,0.437,2.42e-05,103.861,0.707
4m5HKGwULoA0SvhaXiDMPR,Call You Mine (feat. Geologic Of The Blue Scholars),spotify:track:4m5HKGwULoA0SvhaXiDMPR,Jeff Bernat,0.836,0.794,0.571,0.0174,90.033,0.632
0bnuCJCAiDa82jAQ25cl8a,(They Long to Be) Close to You,spotify:track:0bnuCJCAiDa82jAQ25cl8a,The Macarons Project,0.938,0.681,0.105,0,105.092,0.428
19vA9vjtcyFNDrGixsYozl,Bawling,spotify:track:19vA9vjtcyFNDrGixsYozl,Primary,0.489,0.757,0.624,0.00853,87.017,0.485
2Uq7ggiCyRHYJL8u2nO4Tn,Day 1 ◑ - Brooklyn Session,spotify:track:2Uq7ggiCyRHYJL8u2nO4Tn,HONNE,0.824,0.393,0.213,0,84.874,0.267
4gLJLDsPCS9oovpOG2OkID,RAINYDAY,spotify:track:4gLJLDsPCS9oovpOG2OkID,Ohashi Trio,0.793,0.483,0.502,0.000954,183.327,0.686
4vOfQBEu7S318ulFb09YuJ,別說,spotify:track:4vOfQBEu7S318ulFb09YuJ,JC 陳詠桐,0.619,0.526,0.398,0,126.382,0.147
0SBBjSs415KHzY4CFGeiWh,Luvin' U - 2016美國棉年度代言主題曲 /韓劇《親愛的恩東》片頭、片尾曲,spotify:track:0SBBjSs415KHzY4CFGeiWh,WeiBird,0.438,0.453,0.514,0,137.887,0.179
1wAiIIAskptjT45tgR35ad,雨下一整晚,spotify:track:1wAiIIAskptjT45tgR35ad,Jay Chou,0.658,0.59,0.408,0,80.001,0.389
4FhJ7YSRxATHnaRg4nGs6t,小情歌,spotify:track:4FhJ7YSRxATHnaRg4nGs6t,Sodagreen,0.775,0.527,0.522,0,132.066,0.272
6PP6jdcHroa1Hnu4B4QpPT,聽海,spotify:track:6PP6jdcHroa1Hnu4B4QpPT,A-Mei Chang,0.29,0.542,0.38,0,123.971,0.138
4mlyeaQ9FpRJnwsfufFJfl,I Can Only Write My Name,spotify:track:4mlyeaQ9FpRJnwsfufFJfl,Will Jay,0.194,0.623,0.344,2.11e-05,78.189,0.226
77SiKnkNEnRw0uoPE4wuEp,cigarettes of ours,spotify:track:77SiKnkNEnRw0uoPE4wuEp,Ardhito Pramono,0.849,0.609,0.218,3.65e-05,112.203,0.386
1z4CbNmGgWIg3axjacgugE,无言 - 国语版,spotify:track:1z4CbNmGgWIg3axjacgugE,The Sam Willows,0.103,0.532,0.293,0,111.848,0.259
7wFmMb8H1CfU83hAwlkFdj,Gimme Love,spotify:track:7wFmMb8H1CfU83hAwlkFdj,"Car, the garden",0.533,0.556,0.532,0,150.181,0.391
4hxcpJ1sM0lrhVrqiBIMof,Honey Tea,spotify:track:4hxcpJ1sM0lrhVrqiBIMof,OOHYO,0.876,0.782,0.47,6.15e-05,119.912,0.642
2sVAKDlRCxmstAi5Oc27f0,"Everywhere, Bad People Are There",spotify:track:2sVAKDlRCxmstAi5Oc27f0,TAEK,0.374,0.528,0.328,0.00726,80.071,0.0607
57rt6Jj7woE21ae3Ml2vw8,She,spotify:track:57rt6Jj7woE21ae3Ml2vw8,JANNABI,0.913,0.427,0.38,0.0148,79.941,0.169
